date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:02:20	30855/30855	---M--	200	added ('OK')	image/jpeg	etag:%227887-637139b7-3fdf324980d73f50;;;%22	https://marketifythemes.net/html/arlo/img/news/1.jpg	C:/My%20Web%20Sites/jony/marketifythemes.net/html/arlo/img/news/1.jpg	(from https://marketifythemes.net/html/arlo/index-particle.html)
21:02:20	349/349	---M-Z	200	added ('OK')	image/svg+xml	etag:%2215d-637139c0-8a373f693e75031c;gz%22	https://marketifythemes.net/html/arlo/img/svg/social/facebook.svg	C:/My%20Web%20Sites/jony/marketifythemes.net/html/arlo/img/svg/social/facebook.svg	(from https://marketifythemes.net/html/arlo/index-particle.html)
21:02:20	84316/84316	---M--	200	added ('OK')	image/jpeg	etag:%221495c-637139ba-9edd21404558e50;;;%22	https://marketifythemes.net/html/arlo/img/portfolio/6.jpg	C:/My%20Web%20Sites/jony/marketifythemes.net/html/arlo/img/portfolio/6.jpg	(from https://marketifythemes.net/html/arlo/index-particle.html)
21:02:20	1404/1404	---M-Z	200	added ('OK')	image/svg+xml	etag:%2257c-637139c0-87cc1e8d5345595c;gz%22	https://marketifythemes.net/html/arlo/img/svg/social/twitter.svg	C:/My%20Web%20Sites/jony/marketifythemes.net/html/arlo/img/svg/social/twitter.svg	(from https://marketifythemes.net/html/arlo/index-particle.html)
21:02:21	842/842	---M-Z	200	added ('OK')	image/svg+xml	etag:%2234a-637139bf-24936ee7fd361047;gz%22	https://marketifythemes.net/html/arlo/img/svg/social/behance.svg	C:/My%20Web%20Sites/jony/marketifythemes.net/html/arlo/img/svg/social/behance.svg	(from https://marketifythemes.net/html/arlo/index-particle.html)
21:02:21	2219/2219	---M-Z	200	added ('OK')	image/svg+xml	etag:%228ab-637139bf-9bbc7d762ab758a8;gz%22	https://marketifythemes.net/html/arlo/img/svg/social/dribbble.svg	C:/My%20Web%20Sites/jony/marketifythemes.net/html/arlo/img/svg/social/dribbble.svg	(from https://marketifythemes.net/html/arlo/index-particle.html)
21:02:21	25598/25598	---M--	200	added ('OK')	image/jpeg	etag:%2263fe-637139b7-dd4882311e95da3;;;%22	https://marketifythemes.net/html/arlo/img/news/2.jpg	C:/My%20Web%20Sites/jony/marketifythemes.net/html/arlo/img/news/2.jpg	(from https://marketifythemes.net/html/arlo/index-particle.html)
21:02:21	17196/17196	---M--	200	added ('OK')	image/jpeg	etag:%22432c-637139b7-11fe4b03636a602b;;;%22	https://marketifythemes.net/html/arlo/img/news/3.jpg	C:/My%20Web%20Sites/jony/marketifythemes.net/html/arlo/img/news/3.jpg	(from https://marketifythemes.net/html/arlo/index-particle.html)
21:02:22	922/922	---M-Z	200	added ('OK')	image/svg+xml	etag:%2239a-637139c0-1f1a88ac10ce9eb4;gz%22	https://marketifythemes.net/html/arlo/img/svg/social/tik-tok.svg	C:/My%20Web%20Sites/jony/marketifythemes.net/html/arlo/img/svg/social/tik-tok.svg	(from https://marketifythemes.net/html/arlo/index-particle.html)
21:02:22	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%22650aaa83-4d7%22	https://marketifythemes.net/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/jony/marketifythemes.net/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://marketifythemes.net/html/arlo/index-particle.html)
21:02:22	88141/88141	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2215851-637139b6-533062d6aa943d7e;gz%22	https://marketifythemes.net/html/arlo/js/jquery.js	C:/My%20Web%20Sites/jony/marketifythemes.net/html/arlo/js/jquery.js	(from https://marketifythemes.net/html/arlo/index-particle.html)
21:02:22	314731/314731	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2261119-637139b7-f0381379cf3d0906;gz%22	https://marketifythemes.net/html/arlo/js/plugins.js	C:/My%20Web%20Sites/jony/marketifythemes.net/html/arlo/js/plugins.js	(from https://marketifythemes.net/html/arlo/index-particle.html)
21:02:23	12290/12290	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%224f6c-637139b6-7bbe3dcb1fa3997;gz%22	https://marketifythemes.net/html/arlo/js/init.js	C:/My%20Web%20Sites/jony/marketifythemes.net/html/arlo/js/init.js	(from https://marketifythemes.net/html/arlo/index-particle.html)
21:02:24	54188/54188	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22d3ac-637139b6-3a614b60471beab3;gz%22	https://marketifythemes.net/html/arlo/css/font/xcon.eot?4965248	C:/My%20Web%20Sites/jony/marketifythemes.net/html/arlo/css/font/xcon8158.eot	(from https://marketifythemes.net/html/arlo/css/plugins.css)
21:02:25	27140/27140	---M--	200	added ('OK')	font/woff2	etag:%226a04-637139b7-c7725a7bd554e890;;;%22	https://marketifythemes.net/html/arlo/css/font/xcon.woff2?4965248	C:/My%20Web%20Sites/jony/marketifythemes.net/html/arlo/css/font/xcon8158.woff2	(from https://marketifythemes.net/html/arlo/css/plugins.css)
21:02:27	32060/32060	---MCZ	200	added ('OK')	application/font-woff	etag:W/%227d3c-637139b6-cf38e739fa8bde3e;;;%22	https://marketifythemes.net/html/arlo/css/font/xcon.woff?4965248	C:/My%20Web%20Sites/jony/marketifythemes.net/html/arlo/css/font/xcon8158.woff	(from https://marketifythemes.net/html/arlo/css/plugins.css)
21:02:28	54036/54036	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22d314-637139b6-39b65af25a18003d;gz%22	https://marketifythemes.net/html/arlo/css/font/xcon.ttf?4965248	C:/My%20Web%20Sites/jony/marketifythemes.net/html/arlo/css/font/xcon8158.ttf	(from https://marketifythemes.net/html/arlo/css/plugins.css)
21:02:29	72237/72237	---M-Z	200	added ('OK')	image/svg+xml	etag:%2211a2d-637139b6-6e5452e0e7c55fd0;gz%22	https://marketifythemes.net/html/arlo/css/font/xcon.svg?4965248	C:/My%20Web%20Sites/jony/marketifythemes.net/html/arlo/css/font/xcon8158.svg	(from https://marketifythemes.net/html/arlo/css/plugins.css)
21:02:30	2316/2316	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2010%20Jun%202021%2015:22:04%20GMT	https://marketifythemes.net/html/arlo/css/owl.video.play.png	C:/My%20Web%20Sites/jony/marketifythemes.net/html/arlo/css/owl.video.play.png	(from https://marketifythemes.net/html/arlo/css/plugins.css)
21:02:31	2316/2316	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2010%20Jun%202021%2015:22:04%20GMT	https://marketifythemes.net/html/arlo/css/ytp-regular.eot	C:/My%20Web%20Sites/jony/marketifythemes.net/html/arlo/css/ytp-regular.eot	(from https://marketifythemes.net/html/arlo/css/plugins.css)
21:02:31	2316/2316	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2010%20Jun%202021%2015:22:04%20GMT	https://marketifythemes.net/html/arlo/css/mCSB_buttons.png	C:/My%20Web%20Sites/jony/marketifythemes.net/html/arlo/css/mCSB_buttons.png	(from https://marketifythemes.net/html/arlo/css/plugins.css)
21:02:32	51808/51808	---M--	200	added ('OK')	image/png	etag:%22ca60-637139b9-b75fc2e684840f05;;;%22	https://marketifythemes.net/html/arlo//img/patterns/ravenna.png	C:/My%20Web%20Sites/jony/marketifythemes.net/html/arlo/img/patterns/ravenna.png	(from https://marketifythemes.net/html/arlo/css/style.css)
21:02:33	2316/2316	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2010%20Jun%202021%2015:22:04%20GMT	https://marketifythemes.net/hqdefault.jpg	C:/My%20Web%20Sites/jony/marketifythemes.net/hqdefault.jpg	(from https://marketifythemes.net/html/arlo/js/plugins.js)
21:02:34	2316/2316	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2010%20Jun%202021%2015:22:04%20GMT	https://marketifythemes.net/html/arlo/img.svg	C:/My%20Web%20Sites/jony/marketifythemes.net/html/arlo/img.svg	(from https://marketifythemes.net/html/arlo/js/init.js)
21:02:36	52/52	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Sep%202023%2015:02:35%20GMT	https://marketifythemes.net/html/arlo/modal/contact.php	C:/My%20Web%20Sites/jony/marketifythemes.net/html/arlo/modal/contact.html	(from https://marketifythemes.net/html/arlo/js/init.js)
